yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD017488P	yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD017444B	Entry	Entry name	Status	Protein names	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Cross-reference (REBASE)	Cross-reference (eggNOG)	Cross-reference (KO)	Cross-reference (OrthoDB)	Cross-reference (Pfam)	Cross-reference (KEGG)	Taxonomic lineage (CLASS)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (KINGDOM)	Taxonomic lineage (ORDER)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (SPECIES)	Protein families
arCOG05724		F0LJF9	F0LJF9_THEBM	unreviewed	Uncharacterized protein							arCOG05724;COG2810;	K07504;	POG093Z07Q5;	PF13588;	tba:TERMP_00448;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus barophilus	
arCOG02635,arCOG02636,arCOG05724		F4BZ50	F4BZ50_METSG	unreviewed	Type IIS restriction enzyme Eco57I (Endonuclease Eco57I) (EC 3.1.21.4)	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; type II site-specific deoxyribonuclease activity [GO:0009036]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; type II site-specific deoxyribonuclease activity [GO:0009036]	GO:0003677; GO:0006306; GO:0008170; GO:0009036	34679;	arCOG02635;arCOG02636;arCOG05724;COG1002;		POG093Z00WU;	PF07669;PF04313;PF02384;PF12950;	mcj:MCON_0996;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanothrix soehngenii (Methanosaeta concilii)	
arCOG05724		F4G2J4	F4G2J4_METCR	unreviewed	Uncharacterized protein							arCOG05724;COG2810;		POG093Z00WU;		mcn:Mcup_0937;	Thermoprotei	Sulfolobaceae	Metallosphaera		Sulfolobales	Crenarchaeota	Metallosphaera cuprina	
arCOG05724		F4G2J5	F4G2J5_METCR	unreviewed	Uncharacterized protein							arCOG03038;arCOG05724;COG0457;		POG093Z03MU;	PF13588;PF07719;PF13181;	mcn:Mcup_0938;	Thermoprotei	Sulfolobaceae	Metallosphaera		Sulfolobales	Crenarchaeota	Metallosphaera cuprina	
arCOG05724		F4HLC7	F4HLC7_PYRSN	unreviewed	Uncharacterized protein							arCOG05724;COG2810;	K07504;	POG093Z07Q5;	PF13588;	pyn:PNA2_0639;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus sp. (strain NA2)	
arCOG05724		F7PKW0	F7PKW0_9EURY	unreviewed	Restriction endonuclease	endonuclease activity [GO:0004519]			endonuclease activity [GO:0004519]	GO:0004519		arCOG04669;arCOG05724;COG2810;	K07504;	POG093Z069Z;	PF13588;	hti:HTIA_1980;	Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus tiamatea	
arCOG05724		F8AGD8	F8AGD8_PYRYC	unreviewed	Hypothetical restriction endonuclease	endonuclease activity [GO:0004519]			endonuclease activity [GO:0004519]	GO:0004519		arCOG05724;COG2810;	K07504;	POG093Z07Q5;	PF13588;	pya:PYCH_14640;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus yayanosii	
arCOG05724		F8DC65	F8DC65_HALXS	unreviewed	Uncharacterized protein							arCOG05724;COG2810;		POG093Z054L;		hxa:Halxa_2560;	Halobacteria	Natrialbaceae	Halopiger		Natrialbales	Euryarchaeota	Halopiger xanaduensis	
arCOG05724		G0HKV0	G0HKV0_THES4	unreviewed	Restriction endonuclease	endonuclease activity [GO:0004519]			endonuclease activity [GO:0004519]	GO:0004519		arCOG05724;COG2810;	K07504;	POG093Z07Q5;	PF13588;	the:GQS_01235;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus sp. (strain CGMCC 1.5172 / 4557)	
arCOG05724		G7WQZ9	G7WQZ9_METH6	unreviewed	Uncharacterized protein	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; DNA modification [GO:0006304]	DNA modification [GO:0006304]		DNA binding [GO:0003677]; endonuclease activity [GO:0004519]	GO:0003677; GO:0004519; GO:0006304		arCOG05724;COG4748;	K07504;	POG093Z07Q5;	PF04313;	mhi:Mhar_1946;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanosaeta harundinacea	
arCOG05724		O57843	O57843_PYRHO	unreviewed	Uncharacterized protein							arCOG05724;COG2810;	K07504;	POG093Z07Q5;	PF13588;	pho:PH0103;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus horikoshii	
arCOG05724		Q5JDX3	Q5JDX3_THEKO	unreviewed	Predicted restriction endonuclease	endonuclease activity [GO:0004519]			endonuclease activity [GO:0004519]	GO:0004519		arCOG05724;COG2810;	K07504;	POG093Z07Q5;	PF13588;	tko:TK1034;	Thermococci	Thermococcaceae	Thermococcus		Thermococcales	Euryarchaeota	Thermococcus kodakarensis	
arCOG05724		Q5UZU8	Q5UZU8_HALMA	unreviewed	Uncharacterized protein							arCOG05724;COG2810;		POG093Z069Z;		hma:rrnAC2391;	Halobacteria	Haloarculaceae	Haloarcula		Halobacteriales	Euryarchaeota	Haloarcula marismortui	
arCOG05724		Q8U2Z3	Q8U2Z3_PYRFU	unreviewed	Uncharacterized protein							arCOG05724;COG2810;	K07504;	POG093Z05XZ;		pfu:PF0685;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus furiosus	
arCOG05724		Q9V2G9	Q9V2G9_PYRAB	unreviewed	Uncharacterized protein							arCOG05724;COG2810;	K07504;	POG093Z07Q5;	PF13588;	pab:PAB0064;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus abyssi	
arCOG05724		Q9YBP1	Q9YBP1_AERPE	unreviewed	Uncharacterized protein							arCOG05724;COG2810;	K07504;	POG093Z069D;	PF14338;	ape:APE_1558;	Thermoprotei	Desulfurococcaceae	Aeropyrum		Desulfurococcales	Crenarchaeota	Aeropyrum pernix	
arCOG05724		U2DFE0	U2DFE0_9EURY	unreviewed	Putative type IV restriction endonuclease protein	endonuclease activity [GO:0004519]			endonuclease activity [GO:0004519]	GO:0004519		arCOG04669;arCOG05724;COG2810;		POG093Z069Z;	PF13588;		Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus tiamatea	
arCOG05724		U2DX72	U2DX72_9EURY	unreviewed	Uncharacterized protein							arCOG04669;arCOG05724;COG2810;		POG093Z069Z;			Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus tiamatea	
arCOG02634,arCOG06392		G0HZ20	G0HZ20_HALHT	unreviewed	Uncharacterized protein	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]			methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0008168	39984;	arCOG02634;arCOG06392;COG1002;		POG093Z011S;		hhi:HAH_4400;	Halobacteria	Haloarculaceae	Haloarcula		Halobacteriales	Euryarchaeota	Haloarcula hispanica	
arCOG06392		Q18JA2	Q18JA2_HALWD	unreviewed	Gas-vesicle minor protein GvpC	gas vesicle [GO:0031411]; gas vesicle organization [GO:0031412]	gas vesicle organization [GO:0031412]	gas vesicle [GO:0031411]		GO:0031411; GO:0031412		arCOG06392;ENOG411115T;		POG093Z08Z5;	PF05465;	hwa:HQ_1781A;	Halobacteria	Haloferacaceae	Haloquadratum		Haloferacales	Euryarchaeota	Haloquadratum walsbyi	
arCOG06431		Q18IR9	Q18IR9_HALWD	unreviewed	Uncharacterized protein						13219;	arCOG06431;ENOG4110018;		POG093Z03BP;		hwa:HQ_1971A;	Halobacteria	Haloferacaceae	Haloquadratum		Haloferacales	Euryarchaeota	Haloquadratum walsbyi	
arCOG06431		Q4J7F1	Q4J7F1_SULAC	unreviewed	Uncharacterized protein						1793;	arCOG06431;ENOG4110018;		POG093Z03BP;		sai:Saci_1976;	Thermoprotei	Sulfolobaceae	Sulfolobus		Sulfolobales	Crenarchaeota	Sulfolobus acidocaldarius	
arCOG06887		A2SSR3	A2SSR3_METLZ	unreviewed	Type III restriction enzyme, res subunit	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	14710;	arCOG06887;COG3587;		POG093Z00IH;	PF04851;	mla:Mlab_1200;	Methanomicrobia	Methanocorpusculaceae	Methanocorpusculum		Methanomicrobiales	Euryarchaeota	Methanocorpusculum labreanum	
arCOG06887		A6UNJ4	A6UNJ4_METVS	unreviewed	Type III restriction protein res subunit	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	15408;	arCOG06887;COG3587;	K01156;	POG093Z00IH;	PF04851;	mvn:Mevan_0155;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus vannielii	
arCOG06887		Q2NH30	Q2NH30_METST	unreviewed	Type III restriction-modification system, restriction subunit (EC 3.1.21.5)	ATP binding [GO:0005524]; DNA binding [GO:0003677]; type III site-specific deoxyribonuclease activity [GO:0015668]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; type III site-specific deoxyribonuclease activity [GO:0015668]	GO:0003677; GO:0005524; GO:0015668	11795;	arCOG06887;COG3587;	K01156;	POG093Z00IH;	PF04851;	mst:Msp_0473;	Methanobacteria	Methanobacteriaceae	Methanosphaera		Methanobacteriales	Euryarchaeota	Methanosphaera stadtmanae	
arCOG07494		A3CVK8	A3CVK8_METMJ	unreviewed	Type III restriction enzyme, res subunit	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	14789;	arCOG07494;ENOG410XTDY;		POG093Z00AP;	PF04851;	mem:Memar_1479;	Methanomicrobia	Methanomicrobiaceae	Methanoculleus		Methanomicrobiales	Euryarchaeota	Methanoculleus marisnigri	
arCOG07494		A6VFA7	A6VFA7_METM7	unreviewed	Type III restriction protein res subunit	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	15719;	arCOG07494;ENOG410XTDY;		POG093Z00AP;	PF04851;	mmz:MmarC7_0063;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus maripaludis (Methanococcus deltae)	
arCOG07494		A9ABC6	A9ABC6_METM6	unreviewed	Type III restriction protein res subunit	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	16507;	arCOG07494;ENOG410XTDY;		POG093Z00AP;	PF04851;	mmx:MmarC6_1839;	Methanococci	Methanococcaceae	Methanococcus		Methanococcales	Euryarchaeota	Methanococcus maripaludis (Methanococcus deltae)	
arCOG07494		F7XMX4	F7XMX4_METZD	unreviewed	Type III restriction protein res subunit	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	37301;	arCOG07494;ENOG410XTDY;		POG093Z00AP;	PF04851;	mzh:Mzhil_0111;	Methanomicrobia	Methanosarcinaceae	Methanosalsum		Methanosarcinales	Euryarchaeota	Methanosalsum zhilinae	
arCOG07494		O28866	O28866_ARCFU	unreviewed	Uncharacterized protein	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	13514;	arCOG07494;ENOG410XTDY;		POG093Z00AP;	PF04851;	afu:AF_1406;	Archaeoglobi	Archaeoglobaceae	Archaeoglobus		Archaeoglobales	Euryarchaeota	Archaeoglobus fulgidus	
arCOG07494		Q8Q0E2	Q8Q0E2_METMA	unreviewed	Conserved protein	ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]	GO:0003677; GO:0005524; GO:0016787	13516;	arCOG07494;ENOG410XTDY;		POG093Z00AP;	PF04851;	mma:MM_0195;	Methanomicrobia	Methanosarcinaceae	Methanosarcina		Methanosarcinales	Euryarchaeota	Methanosarcina mazei (Methanosarcina frisia)	
arCOG07494		Q8Q0E3	Q8Q0E3_METMA	unreviewed	Conserved protein							arCOG07494;ENOG410XTDY;		POG093Z0GH0;		mma:MM_0194;	Methanomicrobia	Methanosarcinaceae	Methanosarcina		Methanosarcinales	Euryarchaeota	Methanosarcina mazei (Methanosarcina frisia)	
arCOG07787		E4NRW0	E4NRW0_HALBP	unreviewed	Uncharacterized protein							arCOG07787;ENOG410ZNZA;		POG093Z08BT;	PF13391;	hbo:Hbor_13140;	Halobacteria	Haloferacaceae	Halogeometricum		Haloferacales	Euryarchaeota	Halogeometricum borinquense	
arCOG07787		E4NSD1	E4NSD1_HALBP	unreviewed	Uncharacterized protein							arCOG07787;ENOG410ZNZA;		POG093Z02TM;	PF13391;	hbo:Hbor_13370;	Halobacteria	Haloferacaceae	Halogeometricum		Haloferacales	Euryarchaeota	Halogeometricum borinquense	
arCOG07787		G0HYQ4	G0HYQ4_HALHT	unreviewed	Uncharacterized protein							arCOG07787;ENOG410ZNZA;	K07454;	POG093Z08BT;	PF13391;	hhi:HAH_4284;	Halobacteria	Haloarculaceae	Haloarcula		Halobacteriales	Euryarchaeota	Haloarcula hispanica	
arCOG07787		G2MLX4	G2MLX4_9EURY	unreviewed	Uncharacterized protein							arCOG07787;ENOG410ZNZA;		POG093Z07TZ;	PF13391;	hah:Halar_2118;	Halobacteria				Haloferacales	Euryarchaeota	halophilic archaeon DL31	
arCOG07787		Q18I98	Q18I98_HALWD	unreviewed	Uncharacterized protein							arCOG07787;ENOG410ZNZA;		POG093Z08CZ;	PF13391;	hwa:HQ_2151A;	Halobacteria	Haloferacaceae	Haloquadratum		Haloferacales	Euryarchaeota	Haloquadratum walsbyi	
arCOG03898,arCOG07787		Q5UZU9	Q5UZU9_HALMA	unreviewed	Uncharacterized protein							arCOG03898;arCOG07787;ENOG410XS11;		POG093Z07TZ;		hma:rrnAC2390;	Halobacteria	Haloarculaceae	Haloarcula		Halobacteriales	Euryarchaeota	Haloarcula marismortui	
arCOG07787		Q97AT3	Q97AT3_THEVO	unreviewed	TVG0732760 protein							arCOG07787;ENOG410ZNZA;		POG093Z06QH;		tvo:TVG0732760;	Thermoplasmata	Thermoplasmataceae	Thermoplasma		Thermoplasmatales	Euryarchaeota	Thermoplasma volcanium	
arCOG08099		B9LVH3	B9LVH3_HALLT	unreviewed	HNH nuclease							arCOG08099;ENOG410Y2R6;		POG093Z03RP;		hla:Hlac_3148;	Halobacteria	Halorubraceae	Halorubrum		Haloferacales	Euryarchaeota	Halorubrum lacusprofundi	
arCOG08099		B9LWD1	B9LWD1_HALLT	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z00EX;		hla:Hlac_2975;	Halobacteria	Halorubraceae	Halorubrum		Haloferacales	Euryarchaeota	Halorubrum lacusprofundi	
arCOG08099		C7NPY1	C7NPY1_HALUD	unreviewed	HNH endonuclease	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]			endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004519		arCOG08099;ENOG410Y2R6;		POG093Z00EX;	PF01844;	hut:Huta_0240;	Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus utahensis	
arCOG08099		C7NVE2	C7NVE2_HALUD	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z0AYX;		hut:Huta_1043;	Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus utahensis	
arCOG08099		D2RRY9	D2RRY9_HALTV	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z0AYX;		htu:Htur_3744;	Halobacteria	Natrialbaceae	Haloterrigena		Natrialbales	Euryarchaeota	Haloterrigena turkmenica	
arCOG08099		D3SVC3	D3SVC3_NATMM	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z0AYX;		nmg:Nmag_1960;	Halobacteria	Natrialbaceae	Natrialba		Natrialbales	Euryarchaeota	Natrialba magadii	
arCOG08099		E7QXN1	E7QXN1_9EURY	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z00EX;			Halobacteria	Halobacteriaceae	Haladaptatus		Halobacteriales	Euryarchaeota	Haladaptatus paucihalophilus	
arCOG08099		F7PJ71	F7PJ71_9EURY	unreviewed	Uncharacterized protein	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]			endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004519		arCOG08099;ENOG410Y2R6;		POG093Z0AYX;	PF01844;	hti:HTIA_0896;	Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus tiamatea	
arCOG08099		F8D2V1	F8D2V1_HALXS	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z0AYX;		hxa:Halxa_1461;	Halobacteria	Natrialbaceae	Halopiger		Natrialbales	Euryarchaeota	Halopiger xanaduensis	
arCOG08099		F8D8I3	F8D8I3_HALXS	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z00EX;		hxa:Halxa_0975;	Halobacteria	Natrialbaceae	Halopiger		Natrialbales	Euryarchaeota	Halopiger xanaduensis	
arCOG08099		G2MHT0	G2MHT0_9EURY	unreviewed	Uncharacterized protein							arCOG08099;ENOG410Y2R6;		POG093Z0AYX;		hah:Halar_3286;	Halobacteria				Haloferacales	Euryarchaeota	halophilic archaeon DL31	
arCOG08856		B8D4Z6	B8D4Z6_DESA1	unreviewed	Uncharacterized protein							arCOG08856;ENOG410XS11;		POG093Z0594;		dka:DKAM_0851;	Thermoprotei	Desulfurococcaceae	Desulfurococcus		Desulfurococcales	Crenarchaeota	Desulfurococcus amylolyticus	
arCOG08856		B9LPE4	B9LPE4_HALLT	unreviewed	Uncharacterized protein							arCOG08856;ENOG410XS11;		POG093Z0CLJ;		hla:Hlac_1647;	Halobacteria	Halorubraceae	Halorubrum		Haloferacales	Euryarchaeota	Halorubrum lacusprofundi	
arCOG08856		C7NQX7	C7NQX7_HALUD	unreviewed	Uncharacterized protein							arCOG08856;ENOG410XS11;		POG093Z04W9;		hut:Huta_1708;	Halobacteria	Haloarculaceae	Halorhabdus		Halobacteriales	Euryarchaeota	Halorhabdus utahensis	
arCOG08856		F4BTI1	F4BTI1_METSG	unreviewed	Uncharacterized protein							arCOG08856;ENOG410XS11;		POG093Z04W9;		mcj:MCON_1540;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanothrix soehngenii (Methanosaeta concilii)	
arCOG02635,arCOG02636,arCOG05724,arCOG08946		B5ICQ9	B5ICQ9_ACIB4	unreviewed	Type I restriction enzyme R protein N terminal domain protein	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	GO:0003677; GO:0006306; GO:0008170	24508;	arCOG02635;arCOG02636;arCOG05724;arCOG08946;COG1002;		POG093Z00WU;	PF07669;PF13588;PF02384;PF12950;	abi:Aboo_1333;			Aciduliprofundum			Euryarchaeota	Aciduliprofundum boonei	
arCOG08946		B9LP91	B9LP91_HALLT	unreviewed	Uncharacterized protein							arCOG08946;COG1002;		POG093Z06CG;		hla:Hlac_1593;	Halobacteria	Halorubraceae	Halorubrum		Haloferacales	Euryarchaeota	Halorubrum lacusprofundi	
arCOG08946		C7P1M8	C7P1M8_HALMD	unreviewed	Uncharacterized protein							arCOG08946;COG1002;		POG093Z06CG;		hmu:Hmuk_3013;	Halobacteria	Haloarculaceae	Halomicrobium		Halobacteriales	Euryarchaeota	Halomicrobium mukohataei	
arCOG04814,arCOG08946		D3E000	D3E000_METRM	unreviewed	Type II restriction enzyme, methylase subunit	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	GO:0003677; GO:0006306; GO:0008170	23635;	arCOG04814;arCOG08946;COG1002;		POG093Z00WU;	PF02384;PF12950;	mru:mru_0324;	Methanobacteria	Methanobacteriaceae	Methanobrevibacter		Methanobacteriales	Euryarchaeota	Methanobrevibacter ruminantium	
arCOG08946		F4BZ52	F4BZ52_METSG	unreviewed	Uncharacterized protein						34678;	arCOG08946;COG1002;		POG093Z0OVM;		mcj:MCON_0997;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanothrix soehngenii (Methanosaeta concilii)	
arCOG04814,arCOG08946		F4BZM8	F4BZM8_METSG	unreviewed	Uncharacterized protein	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	GO:0003677; GO:0006306; GO:0008170	34688;	arCOG04814;arCOG08946;ENOG4102TYJ;COG1002;		POG093Z06CG;	PF07669;PF02384;PF12950;	mcj:MCON_1119;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanothrix soehngenii (Methanosaeta concilii)	
arCOG02634,arCOG04814,arCOG08946		G2MNK9	G2MNK9_9EURY	unreviewed	Putative restriction/modification enzyme	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	GO:0003677; GO:0006306; GO:0008170	39691;	arCOG02634;arCOG04814;arCOG08946;COG1002;		POG093Z06CG;	PF07669;PF02384;PF12950;	hah:Halar_3225;	Halobacteria				Haloferacales	Euryarchaeota	halophilic archaeon DL31	
arCOG02635,arCOG02636,arCOG08946		G7WK96	G7WK96_METH6	unreviewed	Type II site-specific deoxyribonuclease	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	GO:0003677; GO:0006306; GO:0008170	41496;	arCOG02635;arCOG02636;arCOG08946;COG1002;		POG093Z00WU;	PF07669;PF02384;PF12950;	mhi:Mhar_0711;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanosaeta harundinacea	
arCOG04814,arCOG08946		G7WQ09	G7WQ09_METH6	unreviewed	Putative type II DNA modification enzyme	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	GO:0003677; GO:0006306; GO:0008170	41502;	arCOG04814;arCOG08946;ENOG4102TYJ;COG1002;		POG093Z06CG;	PF07669;PF02384;PF12950;	mhi:Mhar_1682;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanosaeta harundinacea	
arCOG08946		G7WQ12	G7WQ12_METH6	unreviewed	Uncharacterized protein						41501;	arCOG08946;COG1002;		POG093Z056C;		mhi:Mhar_1685;	Methanomicrobia	Methanosaetaceae	Methanothrix		Methanosarcinales	Euryarchaeota	Methanosaeta harundinacea	
arCOG08990		A3MU56	A3MU56_PYRCJ	unreviewed	Uncharacterized protein							arCOG08990;ENOG4111047;		POG093Z02J4;		pcl:Pcal_0747;	Thermoprotei	Thermoproteaceae	Pyrobaculum		Thermoproteales	Crenarchaeota	Pyrobaculum calidifontis	
arCOG08990		F8AGJ2	F8AGJ2_PYRYC	unreviewed	Uncharacterized protein							arCOG08990;ENOG4111047;		POG093Z02J4;		pya:PYCH_15300;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus yayanosii	
arCOG02635,arCOG08990		F8AJ24	F8AJ24_PYRYC	unreviewed	Uncharacterized protein	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]	DNA methylation [GO:0006306]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]	GO:0003677; GO:0006306; GO:0008170	36547;	arCOG02635;arCOG08990;ENOG4102TYJ;COG1002;		POG093Z02J4;	PF07669;PF02384;	pya:PYCH_07850;	Thermococci	Thermococcaceae	Pyrococcus		Thermococcales	Euryarchaeota	Pyrococcus yayanosii	
